5.43	40.3656
5.44	40.5642
5.45	40.7634
5.46	40.9634
5.47	41.1640
5.48	41.3652
5.49	41.5672
5.50	41.7698
5.51	41.9731
5.52	42.1771
5.53	42.3818
5.54	42.5871
5.55	42.7931
5.56	42.9998
5.57	43.2072
5.58	43.4153
5.59	43.6240
5.60	43.8334
5.61	44.0434
5.62	44.2542
5.63	44.4656
5.64	44.6777
5.65	44.8904
5.66	45.1039
5.67	45.3180
5.68	45.5328
5.69	45.7482
5.70	45.9644
5.71	46.1812
5.72	46.3986
5.73	46.6168
5.74	46.8356
5.75	47.0550
5.76	47.2752
5.77	47.4960
5.78	47.7175
5.79	47.9396
5.80	48.1625
5.81	48.3860
5.82	48.6101
5.83	48.8349
5.84	49.0604
5.85	49.2866
5.86	49.5134
5.87	49.7408
5.88	49.9690
5.89	50.1978
5.90	50.4272
5.91	50.6574
5.92	50.8881
5.93	51.1196
5.94	51.3517
5.95	51.5844
5.96	51.8179
5.97	52.0519
5.98	52.2867
5.99	52.5221
6.00	52.7581
6.01	52.9948
6.02	53.2321
6.03	53.4701
6.04	53.7088
6.05	53.9481
6.06	54.1881
6.07	54.4287
6.08	54.6699
6.09	54.9118
6.10	55.1544
6.11	55.3976
6.12	55.6414
6.13	55.8859
6.14	56.1310
6.15	56.3768
6.16	56.6232
6.17	56.8702
6.18	57.1179
6.19	57.3663
6.20	57.6152
6.21	57.8648
6.22	58.1151
6.23	58.3659
6.24	58.6174
6.25	58.8696
6.26	59.1224
6.27	59.3758
6.28	59.6298
6.29	59.8845
6.30	60.1398
6.31	60.3957
6.32	60.6522
6.33	60.9094
6.34	61.1672
6.35	61.4256
6.36	61.6846
6.37	61.9443
6.38	62.2046
6.39	62.4655
6.40	62.7270
6.41	62.9891
6.42	63.2518
6.43	63.5152
6.44	63.7791
6.45	64.0437
6.46	64.3089
6.47	64.5747
6.48	64.8411
6.49	65.1081
6.50	65.3757
6.51	65.6439
6.52	65.9127
6.53	66.1821
6.54	66.4521
6.55	66.7227
6.56	66.9939
6.57	67.2657
6.58	67.5381
6.59	67.8111
6.60	68.0846
6.61	68.3588
6.62	68.6335
6.63	68.9089
6.64	69.1848
6.65	69.4613
6.66	69.7384
6.67	70.0160
6.68	70.2943
6.69	70.5731
6.70	70.8525
6.71	71.1324
6.72	71.4130
6.73	71.6941
6.74	71.9758
6.75	72.2580
6.76	72.5408
6.77	72.8242
6.78	73.1081
6.79	73.3926
6.80	73.6777
6.81	73.9633
6.82	74.2495
6.83	74.5362
6.84	74.8235
6.85	75.1113
6.86	75.3997
6.87	75.6887
6.88	75.9781
6.89	76.2682
6.90	76.5587
6.91	76.8498
6.92	77.1415
6.93	77.4337
6.94	77.7264
6.95	78.0196
6.96	78.3134
